country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,social,products,language,language_en,language_es,language_fr,language_it,gender_M,country_short_list_Denmark,country_short_list_France,country_short_list_Germany,country_short_list_Italy,country_short_list_Netherlands,country_short_list_Other,country_short_list_Spain,country_short_list_Sweden,country_short_list_UK,country_short_list_US
Germany,-0.7774831914284764,1.5052316564617902,0.7176941489327423,0.8582008565819824,-5.199337582605575,-5.199337582605575,1.1540077441840437,-5.199337582605575,0,0,0,1,0.18950198587030678,0.8401904658733902,0.3511832148403354,0.7707050743460511,en,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UK,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,0.48277075642432826,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.10821183727244721,0.8401904658733902,-0.4188158757609385,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
France,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,0.5596479548625412,0.8401904658733902,-0.8224485747698439,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,2.1653354091811656,-0.32459054780791374,0.10063567064126884,1.1638397054677863,2.0799062507351778,0.5730510290872582,-5.199337582605575,-5.199337582605575,1,1,0,0,-0.9410223871518109,0.8401904658733902,1.9147524642598481,-0.015070479913589657,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Finland,-0.07290242082136891,1.1110819741139202,0.6887478415401648,0.8582008565819824,0.7144484853753008,0.46031437971923156,1.8420856769190257,2.7084092569788716,0,0,0,0,-5.199337582605575,0.8401904658733902,0.22800895530513712,1.3958223899835012,en,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
France,0.6448288926073632,-0.32459054780791374,0.7877179162159221,-5.199337582605575,0.5722770893837116,0.391549940946073,0.47713424159798007,-5.199337582605575,1,0,1,0,-0.9410223871518109,0.8401904658733902,0.554614576450374,0.6448288926073632,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Germany,1.5707855701965028,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,0,0.8945179863122381,0.8401904658733902,1.4691539228272983,-5.199337582605575,de,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Italy,1.8512871307126821,-0.32459054780791374,-0.12338326650744538,-5.199337582605575,1.4107557937971218,0.11607266926053555,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.2772825907375158,0.8401904658733902,1.6783254512933417,-0.2177096933638894,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
France,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,1.4162442483777002,0.8401904658733902,-0.4188158757609385,-5.199337582605575,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Italy,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,0.16908286461285651,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,1.424080213997142,0.8401904658733902,-0.8224485747698439,-5.199337582605575,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Italy,0.3166581515711474,-0.32459054780791374,-0.12338326650744538,0.48277075642432826,1.25793066169206,0.391549940946073,-5.199337582605575,-5.199337582605575,0,0,0,1,-0.4106042791577485,0.8401904658733902,0.22800895530513712,-0.2177096933638894,de,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Italy,1.371109957500586,1.1110819741139202,0.10063567064126884,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.4455744643908879,0.7406299625378859,1,0,1,0,-0.1512740750405371,0.8401904658733902,1.3274231757153436,0.8189312290028973,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Sweden,0.3166581515711474,1.29189709019017,0.22800895530513712,1.3647084924885173,0.5722770893837116,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,0,-0.7808856725765653,0.8401904658733902,0.554614576450374,0.09811158630531855,en,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
France,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.523003903200555,0.8401904658733902,-1.489816296027173,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,2.416641886810764,2.8776028424321627,0.4997736464576173,1.5130753466158215,2.2634099828069845,0.7242082804233155,-5.199337582605575,-5.199337582605575,1,0,1,0,-0.5811754014871106,0.8401904658733902,2.8777769146055436,0.34584538129569364,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
UK,-0.07290242082136891,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.968759234053376,0.6051336754586759,-5.199337582605575,-5.199337582605575,1,0,1,1,0.3676044613524091,0.8401904658733902,-0.15381512083356783,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
France,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.3807256772281369,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,0.93047615761889,0.8401904658733902,-0.8224485747698439,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
US,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,0.7591527385676639,0.8401904658733902,-0.8224485747698439,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
France,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.7808993829062356,0.8401904658733902,-0.4188158757609385,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,0.551687720243482,-2.1192643075294457,0.22800895530513712,0.6855673570471809,-5.199337582605575,-5.199337582605575,2.1632104714600406,2.6803155667367964,0,0,0,1,-5.199337582605575,0.8401904658733902,0.3511832148403354,1.6839860293406312,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Portugal,0.14619489549821815,-0.32459054780791374,-5.199337582605575,0.48277075642432826,0.5722770893837116,0.391549940946073,-5.199337582605575,-5.199337582605575,1,1,1,1,0.02511915710889507,0.8401904658733902,0.0628326081658751,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
France,0.14619489549821815,1.1110819741139202,-0.12338326650744538,-5.199337582605575,1.3647084924885173,0.6983314427289389,-5.199337582605575,0.7406299625378859,1,0,1,1,0.21000043353342043,0.8401904658733902,0.3511832148403354,-0.2177096933638894,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Italy,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,0.21000043353342043,0.8401904658733902,-0.8224485747698439,-5.199337582605575,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
UK,0.734037551942624,-0.32459054780791374,-5.199337582605575,1.1638397054677863,1.1204429519917722,0.391549940946073,-5.199337582605575,-5.199337582605575,1,0,1,0,-5.199337582605575,0.8401904658733902,0.6386569992599217,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,1.42447638186237,-0.32459054780791374,1.4314384013851016,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.1491333414999843,1,0,1,0,-5.199337582605575,0.8401904658733902,1.3274231757153436,1.2229521707205424,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0.14619489549821815,-0.32459054780791374,-0.12338326650744538,0.16908286461285651,0.3807256772281369,0.29297785546080574,-5.199337582605575,-5.199337582605575,0,0,0,1,1.2048064198477286,0.8401904658733902,0.0628326081658751,-0.2177096933638894,es,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
France,1.42447638186237,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.8545766277826874,0.7406299625378859,0,0,0,0,0.27040730878539276,0.8401904658733902,1.3274231757153436,0.18183601108909406,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,-0.07290242082136891,1.1110819741139202,0.45195332837796903,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.4636720927691251,0.8401904658733902,0.22800895530513712,0.2982254980190218,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Grèce,1.5707855701965028,1.29189709019017,-5.199337582605575,1.624784819167346,0.3807256772281369,0.29297785546080574,-5.199337582605575,-5.199337582605575,1,1,0,0,-0.4353248452125309,0.8401904658733902,1.5210132471061377,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
France,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,0.8582008565819824,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,0,-5.199337582605575,0.8401904658733902,-0.4188158757609385,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ireland,0.551687720243482,-0.32459054780791374,-5.199337582605575,0.9768219351382755,0.5722770893837116,0.17163122855073415,0.47713424159798007,0.7406299625378859,0,0,0,1,-0.47432166968918105,0.8401904658733902,0.4547368076104847,-0.2177096933638894,en,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UK,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,0.16908286461285651,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.9216456726698067,0.8401904658733902,-0.4188158757609385,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ireland,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.7406299625378859,0,0,0,1,1.840885401603554,0.8401904658733902,-0.4188158757609385,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spain,2.3083572981454856,-5.199337582605575,1.5399066920406432,2.3090322194414408,2.3504430331974984,0.6448288926073632,0.8545766277826874,-5.199337582605575,1,1,0,0,-5.199337582605575,0.8401904658733902,1.9809929162843023,1.340995932729429,es,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Belgium,0.6448288926073632,1.1110819741139202,1.6728425415764099,1.9730128343781563,1.3153962847407192,0.6983314427289389,1.6570730744506152,1.4527521379315975,1,0,1,1,-5.199337582605575,0.8401904658733902,0.711210330666472,1.6201040895804615,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2.93365960532171,2.202830060159808,2.395754557605657,2.579765862575037,1.9101630389914142,0.25300130976986224,0.660367479703957,-5.199337582605575,1,0,1,0,-5.199337582605575,0.8401904658733902,2.5250631245815143,2.2191246815152246,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Luxembourg,0.4491733463775526,-0.32459054780791374,0.4997736464576173,0.16908286461285651,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.7406299625378859,1,1,0,1,-0.5811754014871106,0.8401904658733902,0.3511832148403354,0.34584538129569364,fr,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Austria,0.3166581515711474,1.1110819741139202,0.22800895530513712,0.6855673570471809,-5.199337582605575,-5.199337582605575,1.6062616495206083,-5.199337582605575,1,0,1,1,-0.5197950743313933,0.8401904658733902,0.4547368076104847,1.0437670357108404,de,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
France,-0.07290242082136891,-0.32459054780791374,-0.12338326650744538,0.48277075642432826,-5.199337582605575,-5.199337582605575,0.47713424159798007,-5.199337582605575,1,0,1,1,0.16175653205892562,0.8401904658733902,-0.15381512083356783,-0.015070479913589657,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,1.2200527208659053,0.7877179162159225,1.0612481240052625,2.26281763781624,1.4974794951902486,0.34584538129569364,0.47713424159798007,-5.199337582605575,1,0,1,0,-5.199337582605575,0.8401904658733902,1.1491333414999843,0.9254932007259913,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
UK,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.6983314427289389,0.8401904658733902,-0.4188158757609385,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UK,0.6448288926073632,1.1110819741139202,0.7176941489327423,0.9768219351382755,1.4974794951902486,0.5026214279703101,1.3647084924885173,-5.199337582605575,1,0,1,1,-0.9410223871518109,0.8401904658733902,0.711210330666472,0.8728120489963154,en,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
France,0.14619489549821815,-0.32459054780791374,-5.199337582605575,0.16908286461285651,0.3807256772281369,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,0.7707050743460511,0.8401904658733902,0.0628326081658751,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Belgium,0.9332296620625781,1.29189709019017,0.3942631404577641,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,1.1838487364478714,0.8401904658733902,0.9607590224730421,0.2460917329967798,fr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Italy,0.734037551942624,1.29189709019017,0.45195332837796903,0.16908286461285651,0.968759234053376,5.19933758270342,0.9139912510859728,-5.199337582605575,1,0,1,1,-0.9410223871518109,0.8401904658733902,0.8224485747698438,0.47713424159798007,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Slovaquie,-0.07290242082136891,0.7877179162159225,0.10063567064126884,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.47713424159798007,-5.199337582605575,1,0,1,0,-0.4106042791577485,0.8401904658733902,0.0628326081658751,0.09811158630531855,en,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Italy,-0.35653107332793593,0.7877179162159225,1.1110819741139206,0.48277075642432826,0.3807256772281369,0.29297785546080574,0.9139912510859728,-5.199337582605575,1,0,1,1,-0.9410223871518109,0.8401904658733902,-0.15381512083356783,1.0014004088111839,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
US,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.47713424159798007,0.7406299625378859,1,0,1,1,0.28250656911227734,0.8401904658733902,-0.8224485747698439,-0.2177096933638894,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
France,-5.199337582605575,-0.32459054780791374,-5.199337582605575,0.16908286461285651,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,0.2616553404546165,5.19933758270342,-1.489816296027173,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,0.3166581515711474,1.1110819741139202,0.767329267253086,0.16908286461285651,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,-0.22800895530513726,5.19933758270342,0.4547368076104847,0.6081527452512214,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,0.6448288926073632,1.29189709019017,1.6951477633928607,0.16908286461285651,1.1889256188145656,0.6717068378266235,1.1540077441840437,0.7406299625378859,1,1,1,1,-0.7808856725765653,5.19933758270342,0.767329267253086,1.5087443049108478,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,-0.7774831914284764,0.7877179162159225,0.3272392003863268,0.16908286461285651,1.0481072891215324,5.19933758270342,-5.199337582605575,0.7406299625378859,0,0,0,0,-5.199337582605575,5.19933758270342,-0.4188158757609385,0.18183601108909406,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,-0.07290242082136891,-0.32459054780791374,-0.12338326650744538,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.9326157304969047,5.19933758270342,-0.15381512083356783,-0.2177096933638894,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Germany,0.3166581515711474,1.1110819741139202,1.1503493803760096,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.8545766277826874,1.653661089487923,1,0,1,1,0.17165149831609533,5.19933758270342,0.4547368076104847,1.026599226458071,de,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Italy,-0.07290242082136891,-0.32459054780791374,0.10063567064126884,0.48277075642432826,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,1,0,1,0.9716890269440005,5.19933758270342,-0.15381512083356783,-0.015070479913589657,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,0.734037551942624,1.29189709019017,-5.199337582605575,0.16908286461285651,0.7144484853753008,5.19933758270342,0.47713424159798007,2.0100446100275082,0,0,0,1,-0.0905430173346288,5.19933758270342,0.8224485747698438,-0.2177096933638894,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,-5.199337582605575,-0.32459054780791374,0.3942631404577641,0.9768219351382755,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,0,-0.367257632424558,5.19933758270342,-1.489816296027173,0.2460917329967798,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
UK,1.1788021854537032,-0.32459054780791374,-0.12338326650744538,0.9768219351382755,1.79820650836169,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,0.38206893785058,5.19933758270342,1.0745748200036591,-0.2177096933638894,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
France,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,2.196500880334908,5.19933758270342,-1.489816296027173,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,0.8764940252602996,5.19933758270342,-0.8224485747698439,-5.199337582605575,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
UK,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,0.6855673570471809,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.8913424328103285,5.19933758270342,-0.4188158757609385,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Italy,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,-5.199337582605575,-5.199337582605575,0.9931409247492611,0,0,0,1,-0.5811754014871106,5.19933758270342,-1.489816296027173,-5.199337582605575,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
France,1.42447638186237,0.7877179162159225,1.1251604667820427,0.16908286461285651,0.7144484853753008,0.46031437971923156,-5.199337582605575,-5.199337582605575,1,0,1,0,-0.3061124379827219,5.19933758270342,1.3647084924885173,0.9727826798554206,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,1.6368555947851282,5.19933758270342,-0.8224485747698439,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UK,-0.35653107332793593,-0.32459054780791374,-0.12338326650744538,0.8582008565819824,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,0,-0.5811754014871106,5.19933758270342,-0.4188158757609385,-0.2177096933638894,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Italy,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,1.653661089487923,1.4974794951902486,0.5313296234254816,-5.199337582605575,-5.199337582605575,0,0,0,1,-0.24091726781770412,5.19933758270342,-0.8224485747698439,-5.199337582605575,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,0.8764940252602996,-0.32459054780791374,-5.199337582605575,1.5130753466158215,1.1889256188145656,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,-0.253865850004556,5.19933758270342,0.767329267253086,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,-0.35653107332793593,1.1110819741139202,0.5782042163259619,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.47713424159798007,-5.199337582605575,1,0,1,1,-0.31930004574737436,5.19933758270342,0.0628326081658751,0.44085408278596266,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,-0.07290242082136891,-0.32459054780791374,1.1838487364478714,1.0701114668128873,0.8084394051616053,0.551687720243482,1.474747051661919,1.7734612670109722,1,0,1,1,-0.6634943012767219,5.19933758270342,-0.15381512083356783,1.1998308433043867,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Italy,0.14619489549821815,-0.32459054780791374,-5.199337582605575,-5.199337582605575,1.25793066169206,0.6823937923302558,-5.199337582605575,-5.199337582605575,0,0,0,1,0.5777359111666165,5.19933758270342,0.0628326081658751,-5.199337582605575,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Italy,0.9332296620625781,-0.32459054780791374,-0.12338326650744538,0.6855673570471809,1.1889256188145656,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.9410223871518109,5.19933758270342,0.8224485747698438,-0.2177096933638894,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Italy,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.5931119816017569,5.19933758270342,-1.489816296027173,-5.199337582605575,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
France,0.14619489549821815,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,0.5400270807417926,5.19933758270342,0.0628326081658751,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,2.0067515937676514,-0.32459054780791374,-5.199337582605575,2.0132515139943474,2.136667354056769,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,0.11287356097001343,5.19933758270342,1.8018452959689195,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UK,-0.07290242082136891,-0.32459054780791374,0.9139912510859728,0.48277075642432826,0.968759234053376,5.19933758270342,1.25793066169206,0.9931409247492611,1,0,1,1,-0.2642553459387961,5.19933758270342,-0.15381512083356783,0.952819834942109,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
France,-0.07290242082136891,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.3807256772281369,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,0.6468177500157262,5.19933758270342,-0.15381512083356783,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,0.14619489549821815,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.24091726781770412,0.8401904658733902,0.0628326081658751,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Spain,2.3336862324243755,2.2704387711422487,0.6051336754586759,0.16908286461285651,1.3647084924885173,0.689384774304596,-5.199337582605575,-5.199337582605575,0,0,0,0,-5.199337582605575,0.6603674797039567,2.3006043126445284,0.44085408278596266,en,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Italy,-0.7774831914284764,-0.32459054780791374,0.10063567064126884,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.7406299625378859,0,0,0,1,0.628233868748383,0.6603674797039567,-0.8224485747698439,-0.015070479913589657,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
France,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.0905430173346288,0.6603674797039567,-0.8224485747698439,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,0.551687720243482,1.4107557937971218,1.7673972450757058,-5.199337582605575,0.07794003679312468,-5.199337582605575,0.660367479703957,1.371109957500586,1,0,1,1,0.12338326650744524,0.6603674797039567,0.767329267253086,1.5507928127367034,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Sweden,-0.7774831914284764,-0.32459054780791374,0.9026089648017072,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.767329267253086,1.1491333414999843,0,0,0,1,-0.22800895530513726,0.6603674797039567,-0.8224485747698439,0.7980358274390273,en,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Italy,0.14619489549821815,1.4107557937971218,1.1251604667820427,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.660367479703957,0.7406299625378859,0,0,0,0,-0.5811754014871106,0.6603674797039567,0.554614576450374,0.9890364862071737,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
UK,1.2977048467328651,-0.32459054780791374,0.45195332837796903,0.8582008565819824,0.7144484853753008,5.19933758270342,1.199172387078776,-5.199337582605575,0,0,0,0,-0.34584538129569387,0.6603674797039567,1.194033331812331,0.6448288926073632,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
US,-0.07290242082136891,-0.32459054780791374,0.8119267442873845,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,0.29297785546080574,0.6603674797039567,-0.15381512083356783,0.6666276233463667,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
US,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,1.537183021001202,0.6603674797039567,-0.8224485747698439,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UK,-0.07290242082136891,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,2.0132515139943474,0.6603674797039567,-0.15381512083356783,-5.199337582605575,en,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
France,0.734037551942624,-0.32459054780791374,-0.12338326650744538,1.2414789823350052,1.3153962847407192,0.6717068378266235,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.5811754014871106,0.6603674797039567,0.6386569992599217,-0.2177096933638894,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Germany,1.10643779528449,-0.32459054780791374,1.5886055367825838,1.1638397054677863,0.8084394051616053,5.19933758270342,-5.199337582605575,1.2690904173592283,1,0,1,0,-0.9410223871518109,0.6603674797039567,1.0014004088111839,1.3780441377072967,de,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US,1.2977048467328651,0.7877179162159225,0.3942631404577641,1.0701114668128873,0.7144484853753008,5.19933758270342,0.47713424159798007,-5.199337582605575,1,0,1,0,0.5284394122015664,0.6603674797039567,1.2253566257226682,0.2982254980190218,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
