socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,social,products,country,daysSinceLastLogin,x,y,kmeans,spectral,aggl
7,8,0,0,12,91.0,0,0,15,0,Italy,295,0.5822756237215072,1.316669330209746,2,3,0
15,8,1,3,11,100.0,0,0,23,1,Italy,12,-0.6890551436787905,1.3356160832073636,2,0,1
3,8,0,0,2,0.0,0,0,11,0,Italy,305,1.5485726923747536,0.02666747961243265,1,3,3
7,8,0,0,2,100.0,0,0,15,0,France,272,0.5052273131201024,1.5070984147081177,2,3,0
52,8,0,32,55,100.0,0,0,60,0,UK,86,-0.3949269371437804,2.5813215797242988,2,3,0
6,8,25,2,8,100.0,14,2,14,39,UK,27,-1.1860208753816803,-0.15126874452605224,0,0,1
6,8,0,0,3,100.0,0,0,14,0,France,332,0.5493295683121108,1.4815984785409104,2,3,0
7,8,0,0,1,0.0,0,0,15,0,France,29,1.0955486418094444,0.2577140011050198,1,3,0
89,61,10,1,14,91.6,0,0,150,10,Spain,11,-1.4187553016075531,1.0944077665062262,0,0,1
4,8,2,0,1,0.0,0,1,12,2,Italy,324,0.3695501750380213,-1.309744362584767,3,0,2
4,8,0,0,2,0.0,0,0,12,0,France,44,1.0692993892522236,0.5606494846910302,1,3,0
10,12,182,0,2,0.0,2,5,22,184,France,89,-1.1504996350628482,-1.2870650345066834,0,0,1
4,8,24,0,1,0.0,3,3,12,27,Sweden,30,-0.09004063843499002,-1.9456872900028075,3,0,2
7,12,42,0,1,0.0,2,1,19,44,Italy,15,-0.6950239041110845,-1.747226527568582,3,0,2
24,8,6,4,5,100.0,12,0,32,18,UK,22,-1.2273476571257291,0.7689986612547287,0,0,1
6,8,19,0,2,100.0,0,0,14,19,US,153,-0.23336095436653057,0.49095638966095534,2,0,1
4,8,0,0,1,0.0,0,0,12,0,US,650,1.3419139293825868,0.025257607180264242,1,3,0
6,8,0,0,1,0.0,0,0,14,0,UK,689,1.1552922511386405,0.2014957695955509,1,3,0
12,8,1,8,13,90.9,0,0,20,1,France,15,-0.5291265329618616,1.019756814438831,2,0,1
19,8,125,7,6,100.0,0,4,27,125,Germany,12,-1.252068066455458,0.5715447491313005,0,0,1
24,9,5,6,5,100.0,1,0,33,6,US,265,-1.3403680833327796,0.7986095754047865,0,0,1
5,8,3,0,1,0.0,23,2,13,26,Austria,524,-0.18585743325754506,-1.8246226912004835,3,0,2
8,9,1,1,1,0.0,1,17,17,2,Spain,13,-0.6937123342065894,-1.316897000255188,3,0,2
15,8,0,0,3,100.0,0,0,23,0,France,250,0.27862764908331655,1.736743756832103,2,3,0
36,8,3,21,21,90.0,0,0,44,3,Lettonie,12,-0.8584222954230891,1.2558295978316605,2,0,1
3,8,1,0,1,0.0,0,0,11,1,Germany,129,1.1451057199666888,-1.3217155607992037,3,0,3
5,8,0,0,3,100.0,0,0,13,0,France,58,0.6236388734387419,1.4113278308712944,2,3,0
3,8,0,0,1,0.0,0,0,11,0,France,398,1.8211872325051162,-0.5087243978983337,1,3,3
14,8,0,20,22,100.0,0,0,22,0,Italy,12,-0.06394785986399444,2.235555689049237,2,3,0
4,8,2,1,4,100.0,2,0,12,4,Italy,456,-0.5468334215966165,0.2982021863723978,2,0,1
4,8,4,1,4,50.0,1,0,12,5,UK,57,-0.4022413179332216,-0.05529906947657243,2,0,1
4,8,0,1,1,0.0,0,1,12,0,UK,23,0.8463539708129614,-0.1614259029894491,1,3,0
7,8,0,2,4,75.0,1,0,15,1,Netherlands,11,-0.2760475018313039,0.6710126818562896,2,0,1
96,0,3,0,50,96.0,214,32,96,217,Spain,13,-0.8686510983171115,0.10550498941291425,0,2,2
12,8,1,1,14,92.0,0,0,20,1,Germany,222,-0.48695741828465816,0.9664761466411662,2,0,1
13,8,2,3,1,0.0,0,0,21,2,Italy,17,-0.0388938876184825,-0.09026534081813152,3,0,2
4,8,208,1,1,0.0,31,11,12,239,Germany,11,-0.5044778725013079,-1.8931340828407248,3,0,2
38,30,61,2,3,100.0,11,0,68,72,Italy,15,-1.7959650705566774,0.5979101536683522,0,0,1
5,8,1,0,1,0.0,0,0,13,1,France,610,0.5535200437268443,-0.6817660409749363,3,0,2
5,0,4,4,2,100.0,1,2,5,5,UK,26,0.2582353328080973,-0.1787038527206725,2,1,2
14,8,0,6,9,55.0,0,2,22,0,France,33,-0.13337086018392647,1.2906741975040132,2,3,0
3,8,0,2,1,0.0,0,0,11,0,France,111,1.5799460760545474,-0.19022210759395686,1,3,3
4,8,41,0,1,0.0,0,2,12,41,France,162,0.22413135560336142,-1.4916407774137994,3,0,2
4,8,0,0,1,0.0,0,2,12,0,UK,582,1.062899733902033,-0.48307309939085413,1,3,0
4,8,1,0,2,0.0,0,0,12,1,France,203,0.39321787671379604,-0.252341678209841,3,0,2
3,8,0,0,1,0.0,0,0,11,0,France,331,1.8211872325051162,-0.5087243978983337,1,3,3
4,8,0,1,1,0.0,0,0,12,0,France,234,1.1139907924539858,0.3261765805147003,1,3,0
3,8,4,0,1,0.0,0,0,11,4,France,21,1.0880433111556682,-1.3902393007833027,3,0,3
9,8,0,1,2,0.0,175,3,17,175,Germany,11,-0.6387792201536745,-0.49576285090541783,0,0,1
23,8,5,0,1,0.0,7,0,31,12,France,61,-0.31101937456317513,-0.8642401565093684,3,0,2
4,8,0,0,4,75.0,0,0,12,0,France,47,0.8729465669029083,0.9946819298620404,1,3,0
15,9,2,0,3,0.0,0,1,24,2,UK,244,-0.5525190031352177,-0.3819486262141418,0,0,1
5,8,11,18,1,0.0,38,1,13,49,Romania,14,-0.5160712093896755,-1.4819259278672532,3,0,2
6,8,0,0,1,0.0,0,0,14,0,France,23,1.1552922511386405,0.2014957695955509,1,3,0
8,8,12,16,2,100.0,0,0,16,12,France,20,-0.6065093331167315,0.9957587550626459,2,0,1
5,8,0,4,8,87.0,0,0,13,0,France,51,0.4769965465170771,1.493849056820376,2,3,0
5,8,16,1,2,0.0,0,0,13,16,UK,517,-0.06230946632709815,0.016012242295941264,3,0,1
15,8,41,1,1,0.0,6,1,23,47,Grèce,73,-0.7959210959912327,-1.2291409198933951,3,0,2
5,8,0,2,1,0.0,0,0,13,0,France,630,0.9883603998147023,0.4497274122303112,1,3,0
13,29,320,3,1,0.0,24,8,42,344,Spain,11,-1.4585195481330118,-1.4996805327789366,0,0,2
7,8,0,0,2,100.0,0,0,15,0,UK,394,0.5052273131201024,1.5070984147081177,2,3,0
4,8,0,1,1,0.0,0,0,12,0,France,14,1.1139907924539858,0.3261765805147003,1,3,0
16,8,128,9,3,100.0,0,7,24,128,Grèce,11,-1.2140333380980353,0.483403254676251,0,0,1
21,2,61,11,11,100.0,225,1,23,286,France,24,-1.3332868336323052,0.20475387647434687,0,0,1
12,8,0,0,1,0.0,0,0,20,0,France,116,0.9363231343322683,0.40766584312921156,1,3,0
13,8,1,6,9,100.0,0,0,21,1,UK,11,-0.6670131781852153,1.3135081404004023,2,0,1
10,8,7,8,9,50.0,6,2,18,13,Croatie,309,-1.1644892449848416,-0.19598851267924597,0,0,1
3,8,1,1,1,0.0,0,0,11,1,France,36,0.9171825830380881,-1.0207965874647678,3,0,3
22,9,0,0,7,85.7,0,0,31,0,Italy,252,0.14080375954991362,1.4734526596147173,2,3,0
22,9,20,13,22,100.0,0,0,31,20,UK,14,-1.1234680461265953,1.2760240648297039,2,0,1
8,8,0,3,4,50.0,0,0,16,0,UK,23,0.33763014331893737,1.585099154663713,2,3,0
18,8,1,4,18,100.0,0,0,26,1,Sweden,22,-0.7502290788358095,1.4121985186447985,2,0,1
5,8,1,0,1,0.0,0,0,13,1,Spain,687,0.5535200437268443,-0.6817660409749363,3,0,2
31,13,9,1,5,66.0,0,0,44,9,Italy,484,-1.043194595338318,0.8586770956877922,0,0,1
4,8,0,0,2,0.0,0,0,12,0,France,294,1.0692993892522236,0.5606494846910302,1,3,0
5,8,0,0,6,100.0,0,0,13,0,France,199,0.6015439620739477,1.4547203662561428,2,3,0
13,8,3,0,1,0.0,1,0,21,4,UK,360,-0.1273773003053245,-0.8954743606988814,3,0,2
5,0,0,0,1,0.0,0,0,5,0,UK,343,2.438735218284601,0.07649590508851463,1,1,2
8,11,554,9,4,50.0,31,15,19,585,UK,11,-1.6706260237622754,-0.7333445907949983,0,0,1
8,14,10,0,1,0.0,2,6,22,12,France,42,-0.7363689265370553,-1.684118303062464,3,0,2
4,9,95,0,1,0.0,119,7,13,214,Netherlands,12,-0.5050494618976566,-2.186665975092788,3,0,2
5,8,0,0,3,100.0,0,0,13,0,France,647,0.6236388734387419,1.4113278308712944,2,3,0
13,8,0,0,4,100.0,0,0,21,0,France,430,0.29982631032397017,1.7268004252227263,2,3,0
5,13,15,0,1,0.0,6,1,18,21,Belgium,41,-0.6221157305688141,-1.788886247820237,3,0,2
3,10,30,1,2,0.0,14,10,13,44,Denmark,11,-0.6038350701429723,-1.6735081356348511,3,0,3
3,8,0,0,2,50.0,0,0,11,0,France,267,1.3844755140980816,0.3954482696445787,1,3,3
6,8,12,0,1,0.0,0,1,14,12,UK,16,0.10996799127287371,-1.2211776635708573,3,0,2
4,8,0,0,1,0.0,0,0,12,0,Belgium,533,1.3419139293825868,0.025257607180264242,1,3,0
9,8,36,0,3,66.0,3,1,17,39,Romania,34,-0.8755397045799814,-0.6858864460713467,0,0,1
16,8,1,11,3,66.6,0,0,24,1,US,442,-0.5447582862437644,0.9748504448849098,2,0,1
7,8,0,0,1,0.0,0,0,15,0,US,575,1.0955486418094444,0.2577140011050198,1,3,0
4,8,0,0,1,0.0,0,0,12,0,France,336,1.3419139293825868,0.025257607180264242,1,3,0
9,8,5,21,15,93.0,0,0,17,5,France,11,-0.545313606583794,0.9096944051399896,2,0,1
62,209,1533,12,7,100.0,11,0,271,1544,Italy,11,-2.340840097608083,0.6049619229633019,0,0,1
8,10,6,3,10,90.0,7,2,18,13,Italy,11,-1.3540600745943892,-0.3111145669480365,0,0,1
3,8,26,1,1,0.0,1,2,11,27,France,11,0.1830200475643374,-2.1447472333413105,3,0,3
14,25,41,0,2,100.0,457,38,39,498,Italy,11,-1.8272909550977807,-0.6687811328816258,0,0,1
4,8,0,1,3,100.0,0,0,12,0,France,217,0.508028109627456,1.6062792894600597,2,3,0
4,8,0,0,3,100.0,0,0,12,0,France,542,0.735951246556057,1.3053603161256235,2,3,0
7,8,0,0,5,0.0,0,0,15,0,Germany,21,0.7900532357262511,0.857681115682185,1,3,0
15,9,4,0,1,0.0,1,0,24,5,Swiss,471,-0.3458831956562986,-0.9488567707980299,3,0,2
3,8,8,1,1,0.0,8,0,11,16,UK,11,0.4687443363884678,-1.6355836749976462,3,0,3
4,8,0,0,1,0.0,0,0,12,0,Netherlands,584,1.3419139293825868,0.025257607180264242,1,3,0
10,9,0,0,1,0.0,0,0,19,0,France,46,0.8012776542156347,0.2980235545041719,1,3,0
5,8,0,0,1,0.0,0,0,13,0,France,671,1.2296015562652716,0.13122512192593444,1,3,0
6,9,0,0,1,0.0,0,4,15,0,Sweden,328,0.6554720875732128,-0.3728257366699058,1,3,0
11,9,76,3,10,80.0,8,1,20,84,Spain,194,-1.4593968384881577,-0.34949746143348415,0,0,1
38,9,0,5,28,96.0,0,0,47,0,Italy,14,-0.2941695485623459,2.0367745045587844,2,3,0
5,8,0,0,1,0.0,0,1,13,0,US,274,0.9619647346242471,-0.3563773615782149,1,3,0
5,0,2,0,1,0.0,0,0,5,2,Lettonie,447,1.73400828558106,-0.7709035811723673,3,1,2
44,9,71,0,20,85.0,1,4,53,72,Germany,348,-1.5233155759372023,-0.33405027766369666,0,0,1
5,8,2,0,1,0.0,0,0,13,2,France,635,0.5248746235617306,-0.7161743643349473,3,0,2
4,12,55,0,1,0.0,21,0,16,76,Denmark,83,-0.3495654976032988,-1.4813050419866352,3,0,2
7,11,399,0,2,100.0,4,74,18,403,China,38,-1.4660948793652961,-0.8222845179773061,0,0,1
5,9,0,0,1,0.0,0,0,14,0,France,17,1.0117480335209152,0.09572504937480913,1,3,0
3,8,6,0,1,0.0,0,3,11,6,UK,618,0.7858055402946409,-1.930836545652526,3,0,3
3,8,1,1,1,0.0,0,0,11,1,France,187,0.9171825830380881,-1.0207965874647678,3,0,3
4,8,23,0,3,100.0,1,0,12,24,Australia,17,-0.3899834537480228,-0.11687539990411895,2,0,1
11,8,150,1,2,100.0,5,33,19,155,France,11,-1.4417404106892326,-0.24837311967995562,0,0,1
4,8,0,1,2,0.0,0,0,12,0,UK,160,0.8413762523236227,0.8615684580254663,1,3,0
4,8,1,2,1,0.0,0,0,12,1,France,54,0.42459126039358985,-0.46923126541623,3,0,2
20,9,7,0,11,90.0,1,0,29,8,Italy,26,-0.9304829867989891,0.12643323340876172,0,0,1
11,8,2,0,10,72.7,3,1,19,5,UK,324,-0.8594713393328841,-0.4208140411165893,0,0,1
3,8,0,0,1,0.0,0,0,11,0,France,672,1.8211872325051162,-0.5087243978983337,1,3,3
3,8,11,0,1,0.0,14,0,11,25,UK,106,0.6674409778405331,-1.974383841259027,3,0,3
6,8,3,0,1,0.0,0,0,14,3,Sweden,680,0.4344189663566332,-0.6652937319871992,3,0,2
6,8,2,0,1,0.0,0,0,14,2,Germany,90,0.45056531843509934,-0.6459037166653305,3,0,2
6,8,0,1,2,100.0,0,0,14,0,France,66,0.33704778552069736,1.751799156533084,2,3,0
7,8,0,1,2,0.0,0,0,15,0,Italy,233,0.5950109647504805,1.0940248519502216,1,3,0
7,9,27,3,2,100.0,0,1,16,27,France,11,-1.0263935428649276,0.3166799876942065,0,0,1
3,8,0,2,1,0.0,1,0,11,1,Italy,544,0.9185584513440465,-1.06485003982884,3,0,3
4,8,0,1,2,100.0,0,0,12,0,UK,483,0.5236694637646436,1.5755609941177975,2,3,0
4,8,2,1,1,0.0,0,0,12,2,France,695,0.4092638597504447,-0.5212229057461812,3,0,2
3,8,0,0,1,0.0,0,0,11,0,Italy,605,1.8211872325051162,-0.5087243978983337,1,3,3
8,8,1,0,1,0.0,1,0,16,2,France,217,0.04322451434108221,-0.9782002836151821,3,0,2
3,8,0,0,1,0.0,0,0,11,0,France,632,1.8211872325051162,-0.5087243978983337,1,3,3
12,8,0,1,8,100.0,0,0,20,0,France,12,0.07206057315162237,2.048344873900723,2,3,0
5,8,0,0,1,0.0,0,0,13,0,Spain,658,1.2296015562652716,0.13122512192593444,1,3,0
4,8,0,2,2,50.0,0,0,12,0,UK,21,0.6639610545249823,1.2479325650275526,2,3,0
7,8,0,0,7,71.0,0,0,15,0,France,277,0.610944903764798,1.2574973016042144,2,3,0
4,8,21,0,1,0.0,6,2,12,27,Spain,53,-0.09066035141744418,-1.9445114902988037,3,0,2
12,12,5,0,1,0.0,2,16,24,7,Germany,11,-0.7622820323603376,-1.6188854871959513,3,0,2
7,8,0,0,1,0.0,0,0,15,0,Italy,351,1.0955486418094444,0.2577140011050198,1,3,0
6,8,0,0,1,0.0,0,0,14,0,France,346,1.1552922511386405,0.2014957695955509,1,3,0
9,8,3,2,9,88.0,0,0,17,3,Spain,206,-0.4470515915658673,0.8177093665815788,2,0,1
10,8,42,0,1,0.0,6,2,18,48,Finland,101,-0.4785801333374805,-1.648767146905529,3,0,2
3,8,1,0,1,0.0,0,0,11,1,Italy,305,1.1451057199666888,-1.3217155607992037,3,0,3
3,8,1,0,1,0.0,0,0,11,1,Italy,248,1.1451057199666888,-1.3217155607992037,3,0,3
8,8,0,2,9,88.0,0,0,16,0,Sweden,12,0.30841497480418206,1.651770839513067,2,3,0
4,8,1,2,1,0.0,0,0,12,1,UK,21,0.42459126039358985,-0.46923126541623,3,0,2
4,8,1,0,1,0.0,0,0,12,1,Belgium,704,0.6658324168441594,-0.7877335557206065,3,0,2
23,9,60,8,7,71.0,3,0,32,63,Italy,77,-1.3280360190117442,0.32749034507731684,0,0,1
4,8,0,0,1,0.0,0,0,12,0,France,179,1.3419139293825868,0.025257607180264242,1,3,0
6,8,1,0,2,50.0,13,2,14,14,France,31,-0.6480954056579935,-0.7896208712738367,0,0,1
3,8,16,3,1,0.0,2,17,11,18,Italy,34,0.1318505930316219,-2.1779168650006437,3,0,3
10,9,0,0,1,0.0,0,0,19,0,Italy,561,0.8012776542156347,0.2980235545041719,1,3,0
17,9,16,8,31,90.0,1,0,26,17,Spain,17,-1.2411580227775096,0.4855651018923063,0,0,1
19,9,11,22,11,81.0,8,0,28,19,Italy,16,-1.2731703628122144,0.42102300364401674,0,0,1
28,8,0,0,28,89.0,0,0,36,0,France,15,0.20876825440428487,1.6930077491855289,2,3,0
8,8,0,0,3,66.0,0,2,16,0,France,565,0.31465483173623887,0.7357972486370389,2,3,0
6,8,0,0,1,0.0,0,0,14,0,Germany,704,1.1552922511386405,0.2014957695955509,1,3,0
3,12,38,0,1,0.0,17,0,15,55,Lettonie,11,0.05106441245018601,-1.9094812838362185,3,0,3
6,10,0,4,3,0.0,23,1,16,23,France,20,-0.7261853469546685,-0.4496484065055677,0,0,1
5,8,3,0,2,0.0,0,0,13,3,Netherlands,421,0.23611373135290106,-0.20017250214604967,3,0,2
6,8,0,0,1,0.0,0,0,14,0,France,664,1.1552922511386405,0.2014957695955509,1,3,0
3,8,0,0,2,0.0,0,0,11,0,UK,57,1.5485726923747536,0.02666747961243265,1,3,3
7,8,0,2,7,85.0,0,0,15,0,Spain,22,0.3635778090104958,1.5897666072288035,2,3,0
6,9,0,0,2,50.0,0,0,15,0,France,684,0.5102080071822841,1.0623298921737552,2,3,0
7,9,2,0,6,66.0,3,0,16,5,Italy,162,-0.6362649229076571,-0.1488128307025658,0,0,1
5,8,0,0,1,0.0,0,1,13,0,Spain,659,0.9619647346242471,-0.3563773615782149,1,3,0
31,8,84,4,30,100.0,19,0,39,103,UK,14,-1.4683779837819135,0.8023200391046037,0,0,1
8,24,206,0,1,0.0,14,7,32,220,UK,75,-1.0655448592845402,-1.8799297891979005,0,0,2
3,9,0,4,3,100.0,0,0,12,0,France,20,0.6612949256479616,1.1406521193344994,2,3,3
6,8,18,11,1,0.0,5,0,14,23,Hong Kong,11,-0.269220092861503,-0.8757372204618101,3,0,2
4,8,0,1,1,0.0,0,0,12,0,France,83,1.1139907924539858,0.3261765805147003,1,3,0
10,8,6,3,1,0.0,0,0,18,6,Romania,271,-0.012436018113327812,-0.2108149248620865,3,0,2
5,8,0,4,3,100.0,0,0,13,0,France,112,0.36645835326533144,1.7508743075260198,2,3,0
10,8,7,0,4,100.0,0,0,18,7,France,614,-0.38485974512223076,0.751133375810399,2,0,1
22,8,0,2,44,89.1,0,0,30,0,France,11,0.014559259546809358,1.980370774550452,2,3,0
5,8,0,2,1,0.0,0,0,13,0,France,15,0.9883603998147023,0.4497274122303112,1,3,0
4,9,7,1,1,0.0,0,0,13,7,Italy,16,0.11319855554611671,-0.5955442236030326,3,0,2
5,8,8,6,3,100.0,12,4,13,20,France,11,-1.0725290911116967,-0.21491269352649228,0,0,1
14,9,1,1,1,0.0,0,0,23,1,Spain,14,-0.18083640146459967,-0.13935355502530955,3,0,2
4,8,3,6,4,100.0,18,1,12,21,UK,12,-0.9356759410222887,-0.2477790114252002,0,0,1
3,8,0,0,1,0.0,0,0,11,0,France,100,1.8211872325051162,-0.5087243978983337,1,3,3
14,8,1,5,11,100.0,0,0,22,1,Italy,11,-0.6861425652684567,1.3375433152105651,2,0,1
3,9,8,2,2,0.0,1,0,12,9,France,20,-0.06924253472193424,-0.9918973665151221,3,0,3
14,12,386,3,1,0.0,21,1,26,407,France,11,-1.2443852145421803,-1.4849961566040586,0,0,2
6,8,0,0,1,0.0,11,2,14,11,France,11,0.1290427559285053,-1.294373838903088,3,0,2
8,8,1,3,2,0.0,0,0,16,1,Croatie,422,-0.14881764009584253,0.35317557776898995,2,0,1
7,8,14,0,1,0.0,0,0,15,14,France,165,0.31112052551875075,-0.6854474287791296,3,0,2
5,8,0,0,1,0.0,0,0,13,0,US,611,1.2296015562652716,0.13122512192593444,1,3,0
4,8,0,0,1,0.0,0,1,12,0,Germany,173,1.0742771077415623,-0.4623448763238852,1,3,0
47,8,0,10,78,98.0,0,0,55,0,UK,13,-0.22083242349943663,2.243618183739162,2,3,0
5,10,12,6,1,0.0,3,4,15,15,France,15,-0.7518813019708992,-1.4845553601172992,3,0,2
3,8,0,1,1,0.0,0,0,11,0,France,11,1.593264095576516,-0.20780542456389742,1,3,3
4,8,0,0,1,0.0,0,0,12,0,France,574,1.3419139293825868,0.025257607180264242,1,3,0
48,8,0,19,3,0.0,0,0,56,0,Netherlands,545,0.04385891084012588,1.6553876029213632,2,3,0
4,8,0,0,1,0.0,0,0,12,0,France,408,1.3419139293825868,0.025257607180264242,1,3,0
5,8,3,1,6,83.0,0,0,13,3,Italy,11,-0.20375546770528535,0.566364499701363,2,0,1
17,9,49,0,9,77.0,21,12,26,70,Italy,12,-1.3436614097535642,-0.6863648288265158,0,0,1
3,8,0,0,1,0.0,0,0,11,0,France,709,1.8211872325051162,-0.5087243978983337,1,3,3
22,8,0,27,16,100.0,0,0,30,0,France,653,-0.15880904371690568,2.319746476026743,2,3,0
16,8,33,10,20,79.0,1,0,24,34,France,17,-1.0745153658041777,0.4678249898014236,0,0,1
3,8,0,0,3,100.0,0,0,11,0,France,286,1.2152245496785867,0.771378311047026,1,3,3
6,8,7,4,12,83.0,1,0,14,8,Italy,19,-0.6849798940563697,0.2262605537599772,0,0,1
5,8,1,1,3,66.0,0,0,13,1,Italy,386,-0.13046362333314143,0.5623757821933896,2,0,1
40,10,83,0,7,0.0,0,0,50,83,UK,604,-0.7390311734457055,0.12897220329404718,0,0,1
6,10,9,4,3,100.0,1,1,16,10,Italy,13,-1.348316539908941,-0.07741884693167414,0,0,1
5,8,0,0,1,0.0,0,0,13,0,France,638,1.2296015562652716,0.13122512192593444,1,3,0
5,8,0,0,1,0.0,0,0,13,0,Italy,665,1.2296015562652716,0.13122512192593444,1,3,0
8,8,0,7,8,100.0,0,0,16,0,France,28,0.14323332578384976,1.9973437790818254,2,3,0
4,8,1,0,1,0.0,0,0,12,1,France,595,0.6658324168441594,-0.7877335557206065,3,0,2
12,8,1,10,9,100.0,0,0,20,1,France,19,-0.6588817261650631,1.310422802202172,2,0,1
40,189,68,15,60,90.0,2,0,229,70,Lettonie,11,-2.004406085577778,0.6361637648450479,0,0,1
3,8,0,3,1,0.0,0,0,11,0,UK,114,1.571336087729887,-0.17885464011350596,1,3,3
40,122,28,18,17,66.0,3,2,162,31,Italy,13,-2.130540651489859,0.05633951830935612,0,0,1
3,8,2,5,1,0.0,3,0,11,5,UK,13,0.5035924651911252,-1.5039884751338142,3,0,3
8,10,70,2,6,100.0,49,8,18,119,Pologne,11,-1.6407831951494132,-0.271607507863079,0,0,1
4,8,3,0,3,100.0,0,0,12,3,France,14,0.01507796177404978,0.43857081454287405,2,0,1
16,2,91,5,5,80.0,10,1,18,101,Germany,11,-0.9807883555367252,-0.16594042966190012,0,0,1
11,23,334,0,1,0.0,84,2,34,418,France,11,-1.1318839248367838,-1.8662210527321061,0,0,2
4,8,0,1,1,0.0,0,0,12,0,France,618,1.1139907924539858,0.3261765805147003,1,3,0
25,12,30,1,8,87.0,4,28,37,34,France,62,-1.7257512057849402,-0.28511113347542383,0,0,1
6,12,112,0,1,0.0,65,9,18,177,France,11,-0.8165586314285153,-2.0115148447142,3,0,2
19,15,82,6,3,66.0,1,7,34,83,US,13,-1.7155575785719297,-0.3467466199706769,0,0,1
8,8,0,1,2,0.0,0,0,16,0,UK,175,0.5491918802892135,1.1372159562194692,2,3,0
3,8,3,0,1,0.0,0,0,11,3,France,132,1.1003139477231092,-1.375513899481083,3,0,3
6,8,1,0,5,100.0,0,0,14,1,US,25,-0.14399145604195956,0.7024642573641768,2,0,1
7,8,0,0,1,0.0,0,0,15,0,UK,700,1.0955486418094444,0.2577140011050198,1,3,0
11,9,34,11,13,92.0,9,1,20,43,France,14,-1.4729733210845548,-0.23036777382287382,0,0,1
8,10,54,0,1,0.0,4,3,18,58,Italy,44,-0.6851466098833116,-1.7888845488261673,3,0,2
4,8,0,0,2,100.0,0,0,12,0,US,91,0.7515926006932446,1.2746420207833613,2,3,0
15,8,57,55,9,77.0,6,10,23,63,UK,11,-1.437972841171036,-0.18042406823660165,0,0,1
3,11,21,0,1,0.0,0,0,14,21,Spain,11,0.5141612514741463,-1.372880423546684,3,0,3
47,94,494,0,4,60.0,56,6,141,550,US,35,-2.007938918425751,-0.718883707781684,0,0,1
5,8,13,7,7,87.0,0,0,13,13,Italy,11,-0.31329537105211436,0.5649246120141663,2,0,1
22,8,21,0,10,100.0,0,0,30,21,France,11,-0.6418465819672798,0.9187345950398105,2,0,1
8,8,1,0,1,0.0,0,0,16,1,UK,187,0.37364804480975017,-0.5120860575266034,3,0,2
34,147,39,0,6,50.0,49,23,181,88,Slovénie,12,-1.9423355675300096,-0.6019020697226576,0,0,1
17,8,6,17,19,100.0,1,0,25,7,Italy,12,-1.1655018606276732,0.9063707867601997,0,0,1
3,8,0,0,1,0.0,0,0,11,0,France,96,1.8211872325051162,-0.5087243978983337,1,3,3
7,10,19,5,2,100.0,109,3,17,128,UK,11,-1.552499511360821,-0.29786138302355275,0,0,1
11,8,5,2,11,100.0,0,0,19,5,Italy,15,-0.6710883697954276,1.1739306711643647,2,0,1
5,8,1,0,2,0.0,0,0,13,1,Italy,236,0.28090550359648103,-0.14637416346417056,3,0,2
5,8,2,0,1,0.0,0,0,13,2,France,25,0.5248746235617306,-0.7161743643349473,3,0,2
3,8,0,0,1,0.0,0,0,11,0,Australia,203,1.8211872325051162,-0.5087243978983337,1,3,3
6,8,1,1,3,100.0,0,0,14,1,Germany,18,-0.3546750811549175,0.969526288974476,2,0,1
6,8,0,0,1,0.0,0,0,14,0,Spain,191,1.1552922511386405,0.2014957695955509,1,3,0
5,8,0,0,1,0.0,0,0,13,0,France,673,1.2296015562652716,0.13122512192593444,1,3,0
6,8,0,0,1,0.0,0,0,14,0,Spain,670,1.1552922511386405,0.2014957695955509,1,3,0
4,8,0,0,1,0.0,0,1,12,0,France,254,1.0742771077415623,-0.4623448763238852,1,3,0
6,8,0,3,1,0.0,0,0,14,0,France,284,0.9054411063634108,0.5313655273803783,1,3,0
3,9,64,8,2,100.0,408,17,12,472,Germany,11,-0.9959225885616416,-1.150504676406936,0,0,3
19,8,3,2,12,91.0,0,0,27,3,Italy,11,-0.6395335716256179,1.0129977173687543,2,0,1
52,8,760,18,24,37.0,182,13,60,942,UK,12,-1.9325011616471963,-0.1977243406876602,0,0,1
8,8,0,1,4,50.0,0,0,16,0,Spain,626,0.35955815116556594,1.5561483702133216,2,3,0
9,22,23,0,1,0.0,6,5,31,29,UK,98,-0.9169945956778417,-1.6946232964168264,0,0,2
4,8,0,2,1,0.0,0,0,12,0,France,195,1.1006727729320174,0.343759897484641,1,3,0
12,8,0,4,19,94.0,0,0,20,0,France,164,0.1500848926835239,1.8376717435832821,2,3,0
3,8,0,0,1,0.0,0,0,11,0,Germany,657,1.8211872325051162,-0.5087243978983337,1,3,3
3,8,9,9,5,60.0,131,3,11,140,Germany,23,-0.4429084949815718,-1.2591176142416887,3,0,3
8,8,3,2,2,100.0,8,1,16,11,France,242,-1.1445642803703984,-0.011590909670892472,0,0,1
6,8,0,0,1,0.0,0,0,14,0,Sweden,672,1.1552922511386405,0.2014957695955509,1,3,0
4,8,9,1,4,25.0,1,0,12,10,France,157,-0.4301611881443755,-0.0954438075696642,2,0,1
10,8,5,48,26,95.0,3,1,18,8,Italy,11,-1.2188507589950361,0.021165264690399102,0,0,1
22,9,2,21,23,95.0,112,5,31,114,France,11,-1.683652042070903,-0.10486284744769434,0,0,1
6,8,0,0,2,0.0,0,0,14,0,UK,377,0.8826777110082771,0.7368876471063168,1,3,0
